Combined Expert Risk Rank / up_proj

+----------------------+--------+--------+--------------+-------------+-------------+--------------+-------------+-------------+
| model                | expert | layers | mean_sig_col | max_sig_col | sig_col_inc | mean_sig_row | max_sig_row | sig_row_inc |
| ckpt_20260521_103933 | 50     | 24     | 0.0000       | 0.0005      | 0.0833      | 0.0000       | 0.0000      | 0.0000      |
| ckpt_20260521_103933 | 59     | 24     | 0.0000       | 0.0005      | 0.0833      | 0.0000       | 0.0000      | 0.0000      |
| ckpt_20260521_103933 | 12     | 24     | 0.0000       | 0.0005      | 0.0417      | 0.0000       | 0.0000      | 0.0000      |
| ckpt_20260521_103933 | 22     | 24     | 0.0000       | 0.0005      | 0.0417      | 0.0000       | 0.0000      | 0.0000      |
| ckpt_20260521_103933 | 29     | 24     | 0.0000       | 0.0005      | 0.0417      | 0.0000       | 0.0000      | 0.0000      |
| ckpt_20260521_103933 | 33     | 24     | 0.0000       | 0.0005      | 0.0417      | 0.0000       | 0.0000      | 0.0000      |
| ckpt_20260521_103933 | 45     | 24     | 0.0000       | 0.0005      | 0.0417      | 0.0000       | 0.0000      | 0.0000      |
| ckpt_20260521_103933 | 51     | 24     | 0.0000       | 0.0005      | 0.0417      | 0.0000       | 0.0000      | 0.0000      |
| ckpt_20260521_103933 | 53     | 24     | 0.0000       | 0.0005      | 0.0417      | 0.0000       | 0.0000      | 0.0000      |
| ckpt_20260521_103933 | 56     | 24     | 0.0000       | 0.0005      | 0.0417      | 0.0000       | 0.0000      | 0.0000      |
| ckpt_20260521_103933 | 6      | 24     | 0.0000       | 0.0000      | 0.0000      | 0.0000       | 0.0000      | 0.0000      |
| ckpt_20260521_103933 | 9      | 24     | 0.0000       | 0.0000      | 0.0000      | 0.0000       | 0.0000      | 0.0000      |
| ckpt_20260521_103933 | 37     | 24     | 0.0000       | 0.0000      | 0.0000      | 0.0000       | 0.0000      | 0.0000      |
| ckpt_20260521_103933 | 43     | 24     | 0.0000       | 0.0000      | 0.0000      | 0.0000       | 0.0000      | 0.0000      |
+----------------------+--------+--------+--------------+-------------+-------------+--------------+-------------+-------------+
